BEN,Billed Entity Name,City,State,Applicant Type,Consulting Firm Name (CRN),C2 Budget Cycle,Child Entity Count,C2 Budget Algorithm,Full Time Students,Library Square Footage,School Student Multiplier,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
132820,RAYMOND SCHOOL DISTRICT #14,FRANKSVILLE,WI,School District,,FY2026-2030,1,Per Site Basis School District,437,,$201.57 ,,"$88,086.09 ",Forecast,$0.00 ,$0.00 ,"$88,086.09 "
60468,SWALLOW SCHOOL,HARTLAND,WI,School,,FY2026-2030,0,Independent School,432,,$201.57 ,,"$87,078.24 ",Forecast,$0.00 ,$0.00 ,"$87,078.24 "
60732,BURLINGTON CATHOLIC,BURLINGTON,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,431,,$201.57 ,,"$86,876.67 ",Forecast,$0.00 ,$0.00 ,"$86,876.67 "
61404,HIGHLAND COMMUNITY SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,428,,$201.57 ,,"$86,271.96 ",Forecast,$0.00 ,$0.00 ,"$86,271.96 "
61136,ATONEMENT LUTHERAN SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,427,,$201.57 ,,"$86,070.39 ",Forecast,$0.00 ,$0.00 ,"$86,070.39 "
16051330,BLESSED SAVIOR CATHOLIC SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,425,,$201.57 ,,"$85,667.25 ",Forecast,$0.00 ,$0.00 ,"$85,667.25 "
61197,ST JUDE THE APOSTLE SCHOOL,MILWAUKEE,WI,School,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,423,,$201.57 ,,"$85,264.11 ",Preliminary,$0.00 ,"$18,000.00 ","$67,264.11 "
16074186,ROCKETSHIP SOUTHSIDE COMMUNITY PREP - RSCP,MILWAUKEE,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,422,,$201.57 ,,"$85,062.54 ",Preliminary,$0.00 ,"$9,311.50 ","$75,751.04 "
198783,CENTRAL CITY CYBERSCHOOL OF MILWAUKEE,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,416,,$201.57 ,,"$83,853.12 ",Forecast,$0.00 ,$0.00 ,"$83,853.12 "
17031769,KENOSHA HIGH SCHOOL OF TECHNOLOGY ENHANCED CURRICULUM,KENOSHA,WI,School,Garber Consulting Group LLC (16062944),FY2026-2030,0,Independent School,415,,$201.57 ,,"$83,651.55 ",Preliminary,$0.00 ,"$83,555.61 ",$95.94 
16072879,MILWAUKEE ENVIRONMENTAL SCIENCES ACADEMY,MILWAUKEE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,415,,$201.57 ,,"$83,651.55 ",Forecast,$0.00 ,$0.00 ,"$83,651.55 "
16080671,HOPE CHRISTIAN SCHOOLS VIA,RACINE,WI,School,EDUCATIONAL CONSULTING ASSOCIATES (17011185),FY2026-2030,0,Independent School,415,,$201.57 ,,"$83,651.55 ",Forecast,$0.00 ,$0.00 ,"$83,651.55 "
17006254,VICTORY CHRISTIAN ACADEMY,MILWAUKEE,WI,School,E-Rate Advantage (16060670),FY2026-2030,0,Independent School,413,,$201.57 ,,"$83,248.41 ",Forecast,$0.00 ,$0.00 ,"$83,248.41 "
132823,GENOA CITY J2 SCHOOL DISTRICT,GENOA CITY,WI,School District,"Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,2,Per Site Basis School District,412,,$201.57 ,,"$83,046.84 ",Forecast,$0.00 ,$0.00 ,"$83,046.84 "
132794,RICHMOND SCHOOL DISTRICT,SUSSEX,WI,School District,,FY2026-2030,1,School District Wide (User Selected Aggregate),410,,$201.57 ,,"$82,643.70 ",Preliminary,$0.00 ,"$69,995.57 ","$12,648.13 "
132867,WALWORTH JOINT SCHOOL DIST 1,WALWORTH,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,1,Per Site Basis School District,406,,$201.57 ,,"$81,837.42 ",Forecast,$0.00 ,$0.00 ,"$81,837.42 "
133421,FREDERIC SCHOOL DISTRICT,FREDERIC,WI,School District,CESA #11 (17000269),FY2026-2030,2,Per Site Basis School District,406,,$201.57 ,,"$81,837.42 ",Forecast,$0.00 ,$0.00 ,"$81,837.42 "
17051213,ST PETER LUTHERAN SCHOOL,APPLETON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,405,,$201.57 ,,"$81,635.85 ",Forecast,$0.00 ,$0.00 ,"$81,635.85 "
133440,SIREN SCHOOL DISTRICT,SIREN,WI,School District,,FY2026-2030,2,Per Site Basis School District,404,,$201.57 ,,"$81,434.28 ",Forecast,$0.00 ,$0.00 ,"$81,434.28 "
60918,HOLY APOSTLES CATHOLIC SCHOOL,NEW BERLIN,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,402,,$201.57 ,,"$81,031.14 ",Forecast,$0.00 ,$0.00 ,"$81,031.14 "
61102,ST SEBASTIAN SCHOOL,MILWAUKEE,WI,School,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,400,,$201.57 ,,"$80,628.00 ",Preliminary,$0.00 ,"$14,400.00 ","$66,228.00 "
132926,PECATONICA AREA SCHOOL DIST,BLANCHARDVILLE,WI,School District,AJD Consulting Services (16062967),FY2026-2030,2,Per Site Basis School District,400,,$201.57 ,,"$80,628.00 ",Preliminary,$0.00 ,"$24,553.93 ","$56,074.07 "
132734,ERIN SCHOOL DISTRICT,HARTFORD,WI,School District,,FY2026-2030,1,Per Site Basis School District,399,,$201.57 ,,"$80,426.43 ",Forecast,$0.00 ,$0.00 ,"$80,426.43 "
231046,EASTBROOK ACADEMY INC,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,398,,$201.57 ,,"$80,224.86 ",Forecast,$0.00 ,$0.00 ,"$80,224.86 "
60722,TRINITY LUTHERAN GRADE SCHOOL,MEQUON,WI,School,,FY2026-2030,0,Independent School,398,,$201.57 ,,"$80,224.86 ",Forecast,$0.00 ,$0.00 ,"$80,224.86 "
60698,LUTHER PREPARATORY SCHOOL,WATERTOWN,WI,School,,FY2026-2030,0,Independent School,391,,$201.57 ,,"$78,813.87 ",Forecast,$0.00 ,$0.00 ,"$78,813.87 "
17032901,MILL CREEK ACADEMY,WAUKESHA,WI,School,Elite Fund Inc (16043589),FY2026-2030,0,Independent School,386,,$201.57 ,,"$77,806.02 ",Forecast,$0.00 ,$0.00 ,"$77,806.02 "
133297,WABENO AREA SCHOOL DISTRICT,WABENO,WI,School District,,FY2026-2030,2,Per Site Basis School District,385,,$201.57 ,,"$77,604.45 ",Forecast,$0.00 ,$0.00 ,"$77,604.45 "
132920,BELMONT COMMUNITY SCHOOL DIST,BELMONT,WI,School District,,FY2026-2030,2,Per Site Basis School District,381,,$201.57 ,,"$76,798.17 ",Forecast,$0.00 ,$0.00 ,"$76,798.17 "
61453,RACINE LUTHERAN HIGH SCHOOL,RACINE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,377,,$201.57 ,,"$75,991.89 ",Forecast,$0.00 ,$0.00 ,"$75,991.89 "
61275,ST MONICA ELEMENTARY SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,375,,$201.57 ,,"$75,588.75 ",Preliminary,$0.00 ,"$14,400.00 ","$61,188.75 "
61728,SACRED HEARTS SCHOOL,SUN PRAIRIE,WI,School,,FY2026-2030,0,Independent School,371,,$201.57 ,,"$74,782.47 ",Forecast,$0.00 ,$0.00 ,"$74,782.47 "
17027252,LUMEN CHRISTI CATHOLIC SCHOOL,MEQUON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,370,,$201.57 ,,"$74,580.90 ",Preliminary,$0.00 ,"$18,000.00 ","$56,580.90 "
60806,ST MARY PARISH SCHOOL,HALES CORNERS,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,368,,$201.57 ,,"$74,177.76 ",Forecast,$0.00 ,$0.00 ,"$74,177.76 "
63308,IMMANUEL LUTHERAN SCHOOL,GREENVILLE,WI,School,,FY2026-2030,0,Independent School,358,,$201.57 ,,"$72,162.06 ",Forecast,$0.00 ,$0.00 ,"$72,162.06 "
133089,RIO COMMUNITY SCHOOL DISTRICT,RIO,WI,School District,CESA #11 (17000269),FY2026-2030,2,Per Site Basis School District,358,,$201.57 ,,"$72,162.06 ",Preliminary,$0.00 ,"$24,765.36 ","$47,396.70 "
60392,IMMANUEL LUTHERAN SCHOOL,BROOKFIELD,WI,School,Educational Consortium for Telecom Savings (16024807),FY2026-2030,0,Independent School,357,,$201.57 ,,"$71,960.49 ",Forecast,$0.00 ,$0.00 ,"$71,960.49 "
61311,ST JOHN'S LUTHERAN SCHOOL,MILWAUKEE,WI,School,E-Rate Funding Solutions LLC (16070846),FY2026-2030,0,Independent School,354,,$201.57 ,,"$71,355.78 ",Preliminary,$0.00 ,"$55,520.01 ","$15,835.77 "
133165,SURING PUBLIC SCHOOL DISTRICT,SURING,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,2,Per Site Basis School District,321,,$201.57 ,,"$69,682.72 ",Preliminary,$0.00 ,"$63,927.00 ","$5,755.72 "
133218,GREENWOOD SCHOOL DISTRICT,GREENWOOD,WI,School District,CESA 10 (17026442),FY2026-2030,2,Per Site Basis School District,343,,$201.57 ,,"$69,138.51 ",Forecast,$0.00 ,$0.00 ,"$69,138.51 "
16085357,CROSS TRAINERS ACADEMY,MILWAUKEE,WI,School,E-Rate First (16065884),FY2026-2030,0,Independent School,342,,$201.57 ,,"$68,936.94 ",Forecast,$0.00 ,$0.00 ,"$68,936.94 "
17005682,HERMAN-NEOSHO-RUBICON SCHOOL DISTRICT,NEOSHO,WI,School District,,FY2026-2030,2,Per Site Basis School District,314,,$201.57 ,,"$67,667.02 ",Forecast,$0.00 ,$0.00 ,"$67,667.02 "
63284,WINNEBAGO LUTHERAN ACADEMY,FOND DU LAC,WI,School,,FY2026-2030,0,Independent School,335,,$201.57 ,,"$67,525.95 ",Forecast,$0.00 ,$0.00 ,"$67,525.95 "
132766,NORTH LAKE SCHOOL DISTRICT,NORTH LAKE,WI,School District,,FY2026-2030,1,Per Site Basis School District,334,,$201.57 ,,"$67,324.38 ",Forecast,$0.00 ,$0.00 ,"$67,324.38 "
133302,ALMA AREA SCHOOL DISTRICT,ALMA,WI,School District,"E-Rate Funding Services, LLC (16082747)",FY2026-2030,2,Per Site Basis School District,264,,$201.57 ,,"$67,263.88 ",Preliminary,$0.00 ,"$7,815.61 ","$59,448.27 "
132955,JUDA SCHOOL DISTRICT,JUDA,WI,School District,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,2,Per Site Basis School District,258,,$201.57 ,,"$66,054.46 ",Forecast,$0.00 ,$0.00 ,"$66,054.46 "
133495,PRINCETON SCHOOL DISTRICT,PRINCETON,WI,School,"Federal Funds Assistant (16062923); e2e Exchange, LLC (16043595)",FY2026-2030,0,Independent School,327,,$201.57 ,,"$65,913.39 ",Forecast,$0.00 ,$0.00 ,"$65,913.39 "
133059,CAMBRIA-FRIESLAND SCHOOL DIST,CAMBRIA,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,2,School District Wide (User Selected Aggregate),326,,$201.57 ,,"$65,711.82 ",Forecast,$0.00 ,$0.00 ,"$65,711.82 "
16028592,WISCONSIN CHALLENGE ACADEMY,FT. MCCOY,WI,School,,FY2026-2030,0,Independent School,325,,$201.57 ,,"$65,510.25 ",Forecast,$0.00 ,$0.00 ,"$65,510.25 "
228997,EARLY VIEW ACADEMY OF EXCELLENCE,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,325,,$201.57 ,,"$65,510.25 ",Forecast,$0.00 ,$0.00 ,"$65,510.25 "
133207,BOWLER SCHOOL DISTRICT,BOWLER,WI,School District,CESA 10 (17026442),FY2026-2030,2,Per Site Basis School District,306,,$201.57 ,,"$65,046.61 ",Forecast,$0.00 ,$0.00 ,"$65,046.61 "
17016915,ROCKETSHIP TRANSFORMATION PREP - RTP,MILWAUKEE,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,321,,$201.57 ,,"$64,703.97 ",Preliminary,$0.00 ,"$9,014.58 ","$55,689.39 "
61274,DOMINICAN HIGH SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,317,,$201.57 ,,"$63,897.69 ",Preliminary,$0.00 ,"$28,744.75 ","$35,152.94 "
17028898,SHEBOYGAN CHRISTIAN SCHOOL,SHEBOYGAN,WI,School,,FY2026-2030,0,Independent School,314,,$201.57 ,,"$63,292.98 ",Forecast,$0.00 ,$0.00 ,"$63,292.98 "
63279,F A C E S MIDDLE SCHOOL,FOND DU LAC,WI,School,,FY2026-2030,0,Independent School,314,,$201.57 ,,"$63,292.98 ",Forecast,$0.00 ,$0.00 ,"$63,292.98 "
16049474,INSTITUTE OF TECHNOLOGY AND ACADEMICS CAMPUS 1,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,311,,$201.57 ,,"$62,688.27 ",Forecast,$0.00 ,$0.00 ,"$62,688.27 "
60393,BROOKFIELD CHRISTIAN SCHOOL,BROOKFIELD,WI,School,QuinteSystems_Inc. (16062882),FY2026-2030,0,Independent School,310,,$201.57 ,,"$62,486.70 ",Forecast,$0.00 ,$0.00 ,"$62,486.70 "
61161,ST ROBERT ELEMENTARY SCHOOL,SHOREWOOD,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,308,,$201.57 ,,"$62,083.56 ",Preliminary,$0.00 ,"$15,000.00 ","$47,083.56 "
132743,HUSTISFORD SCHOOL DISTRICT,HUSTISFORD,WI,School District,CESA 9 (16062593),FY2026-2030,2,Per Site Basis School District,275,,$201.57 ,,"$62,023.06 ",Forecast,$0.00 ,$0.00 ,"$62,023.06 "
17007565,CATHOLIC CENTRAL,BURLINGTON,WI,School District,Communications Audit Services (17021966),FY2026-2030,1,Per Site Basis School District,307,,$201.57 ,,"$61,881.99 ",Forecast,$0.00 ,$0.00 ,"$61,881.99 "
16039283,GRESHAM SCHOOL DISTRICT,GRESHAM,WI,School District,CESA #11 (17000269),FY2026-2030,2,Per Site Basis School District,287,,$201.57 ,,"$61,418.35 ",Forecast,$0.00 ,$0.00 ,"$61,418.35 "
232410,RISEN SAVIOR LUTHERAN SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,304,,$201.57 ,,"$61,277.28 ",Forecast,$0.00 ,$0.00 ,"$61,277.28 "
16037282,LIVING WORD LUTHERAN HIGH SCHOOL,JACKSON,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,303,,$201.57 ,,"$61,075.71 ",Forecast,$0.00 ,$0.00 ,"$61,075.71 "
60451,PEACE LUTHERAN ELEMENTARY SCH,HARTFORD,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,303,,$201.57 ,,"$61,075.71 ",Preliminary,$0.00 ,"$3,000.00 ","$58,075.71 "
63112,LAC COURTE OREILLES OJIBWE SCH,HAYWARD,WI,School,"BIA Erate Team (17001438); Erate Pro, LLC (17037691)",FY2026-2030,0,Independent School,300,,$201.57 ,,"$60,471.00 ",Forecast,$0.00 ,$0.00 ,"$60,471.00 "
16049690,DESTINY HIGH SCHOOL,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,300,,$201.57 ,,"$60,471.00 ",Forecast,$0.00 ,$0.00 ,"$60,471.00 "
133434,SOUTH SHORE SCHOOL DISTRICT,PORT WING,WI,School District,Cooperative Educational Service Agency 12 (16062644),FY2026-2030,2,School District Wide (Aggregate Funding Floor),206,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133288,PHELPS SCHOOL DISTRICT,PHELPS,WI,School District,CESA 9 (16062593),FY2026-2030,2,School District Wide (Aggregate Funding Floor),87,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133157,BEECHER-DUNBAR-PEMBINE SCHOOLS,PEMBINE,WI,School District,,FY2026-2030,2,School District Wide (Aggregate Funding Floor),231,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133215,GRANTON AREA SCHOOL DISTRICT,GRANTON,WI,School District,CESA 10 (17026442),FY2026-2030,2,School District Wide (Aggregate Funding Floor),244,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133139,GOODMAN-ARMSTRONG CRK SCH DIST,GOODMAN,WI,School District,,FY2026-2030,2,School District Wide (Aggregate Funding Floor),73,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133262,BUTTERNUT SCHOOL DISTRICT,BUTTERNUT,WI,School District,Cooperative Educational Service Agency 12 (16062644),FY2026-2030,3,School District Wide (Aggregate Funding Floor),176,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133247,TIGERTON SCHOOL DISTRICT,TIGERTON,WI,School District,CESA 10 (17026442),FY2026-2030,2,School District Wide (Aggregate Funding Floor),253,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133471,GREEN LAKE SCHOOL DISTRICT,GREEN LAKE,WI,School District,CESA #11 (17000269),FY2026-2030,2,School District Wide (Aggregate Funding Floor),276,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133387,PEPIN SCHOOL DISTRICT,PEPIN,WI,School District,CESA #11 (17000269),FY2026-2030,2,School District Wide (Aggregate Funding Floor),225,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133267,WASHINGTON SCHOOL DISTRICT,WASHINGTON ISLAND,WI,School District,,FY2026-2030,2,School District Wide (Aggregate Funding Floor),61,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
17005190,ROCK COUNTY CHRISTIAN SCHOOL,BELOIT,WI,School District,,FY2026-2030,2,School District Wide (Aggregate Funding Floor),271,,$201.57 ,,"$60,350.00 ",Preliminary,$0.00 ,"$2,640.00 ","$57,710.00 "
133030,CASSVILLE SCHOOL DISTRICT,CASSVILLE,WI,School District,"Infinity Communications and Compliance, Inc. (16043605); Telesolutions Consultants LLC (16043677)",FY2026-2030,2,School District Wide (Aggregate Funding Floor),170,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
133274,LAONA SCHOOL DISTRICT,LAONA,WI,School District,,FY2026-2030,2,School District Wide (Aggregate Funding Floor),249,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
17037230,CHILEDA DAY SCHOOLS,LA CROSSE,WI,School District,E-Rate First (16065884),FY2026-2030,2,School District Wide (Aggregate Funding Floor),107,,$201.57 ,,"$60,350.00 ",Forecast,$0.00 ,$0.00 ,"$60,350.00 "
232934,ST. JOHN PAUL II SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,293,,$201.57 ,,"$59,060.01 ",Preliminary,$0.00 ,"$15,290.00 ","$43,770.01 "
60708,HOLY ANGELS ELEMENTARY SCHOOL,WEST BEND,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,292,,$201.57 ,,"$58,858.44 ",Forecast,$0.00 ,$0.00 ,"$58,858.44 "
17032214,"ONE CITY SCHOOLS, INC",MADISON,WI,School,,FY2026-2030,0,Independent School,288,,$201.57 ,,"$58,052.16 ",Forecast,$0.00 ,$0.00 ,"$58,052.16 "
16058290,CAPITOL WEST ACADEMY,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,286,,$201.57 ,,"$57,649.02 ",Forecast,$0.00 ,$0.00 ,"$57,649.02 "
132819,FONTANA J8 SCHOOL DISTRICT,FONTANA,WI,School District,,FY2026-2030,1,Per Site Basis School District,286,,$201.57 ,,"$57,649.02 ",Forecast,$0.00 ,$0.00 ,"$57,649.02 "
17013755,CARTERS CHRISTIAN ACADEMY,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,285,,$201.57 ,,"$57,447.45 ",Forecast,$0.00 ,$0.00 ,"$57,447.45 "
16079880,GARDEN HOMES LUTHERAN SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,283,,$201.57 ,,"$57,044.31 ",Preliminary,$0.00 ,"$8,628.00 ","$48,416.31 "
61191,ST JOHN'S EVANG LUTHERAN SCH,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,280,,$201.57 ,,"$56,439.60 ",Forecast,$0.00 ,$0.00 ,"$56,439.60 "
132859,TWIN LAKES #4 SCHOOL DISTRICT,TWIN LAKES,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,1,Per Site Basis School District,277,,$201.57 ,,"$55,834.89 ",Forecast,$0.00 ,$0.00 ,"$55,834.89 "
60879,PARIS CONS ELEMENTARY SCHOOL,KENOSHA,WI,School,,FY2026-2030,0,Independent School,277,,$201.57 ,,"$55,834.89 ",Forecast,$0.00 ,$0.00 ,"$55,834.89 "
60716,ST FRANCES CABRINI,WEST BEND,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,275,,$201.57 ,,"$55,431.75 ",Preliminary,$0.00 ,"$12,000.00 ","$43,431.75 "
17012660,WISCONSIN INDEPENDENT CHRISTIAN SCHOOLS,OSHKOSH,WI,School,,FY2026-2030,0,Independent School,275,,$201.57 ,,"$55,431.75 ",Forecast,$0.00 ,$0.00 ,"$55,431.75 "
62833,LUTHER HIGH SCHOOL,ONALASKA,WI,School,,FY2026-2030,0,Independent School,270,,$201.57 ,,"$54,423.90 ",Forecast,$0.00 ,$0.00 ,"$54,423.90 "
133278,MELLEN SCHOOL DISTRICT,MELLEN,WI,School District,Cooperative Educational Service Agency 12 (16062644),FY2026-2030,1,Per Site Basis School District,270,,$201.57 ,,"$54,423.90 ",Forecast,$0.00 ,$0.00 ,"$54,423.90 "
209341,DARRELL L. HINES ACADEMY INC.,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,268,,$201.57 ,,"$54,020.76 ",Forecast,$0.00 ,$0.00 ,"$54,020.76 "
17029854,TAMARACK WALDORF SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,266,,$201.57 ,,"$53,617.62 ",Forecast,$0.00 ,$0.00 ,"$53,617.62 "
61036,NATIVITY JESUIT ACADEMY,MILWAUKEE,WI,School,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,258,,$201.57 ,,"$52,005.06 ",Preliminary,$0.00 ,"$25,200.00 ","$26,805.06 "
227570,LINCOLN HILLS SCHOOL,IRMA,WI,School,,FY2026-2030,0,Independent School,258,,$201.57 ,,"$52,005.06 ",Forecast,$0.00 ,$0.00 ,"$52,005.06 "
17018096,ST. IGNATIUS OF LOYOLA CATHOLIC SCHOOL,KAUKAUNA,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,256,,$201.57 ,,"$51,601.92 ",Preliminary,$0.00 ,"$1,542.00 ","$50,059.92 "
60466,UNIVERSITY LAKE SCHOOL,HARTLAND,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,252,,$201.57 ,,"$50,795.64 ",Forecast,$0.00 ,$0.00 ,"$50,795.64 "
63364,EMANUEL LUTHERAN SCHOOL,NEW LONDON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,251,,$201.57 ,,"$50,594.07 ",Preliminary,$0.00 ,"$6,900.00 ","$43,694.07 "
60461,ST CHARLES ELEMENTARY SCHOOL,HARTLAND,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,245,,$201.57 ,,"$49,384.65 ",Forecast,$0.00 ,$0.00 ,"$49,384.65 "
61019,FAITH CHRISTIAN HIGH SCHOOL,WILLIAMS BAY,WI,School,Provision Scout (17033107),FY2026-2030,0,Independent School,242,,$201.57 ,,"$48,779.94 ",Forecast,$0.00 ,$0.00 ,"$48,779.94 "
132770,STONE BANK SCHOOL DISTRICT,OCONOMOWOC,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,241,,$201.57 ,,"$48,578.37 ",Forecast,$0.00 ,$0.00 ,"$48,578.37 "
60572,ST MATTHEW LUTHERAN SCHOOL,OCONOMOWOC,WI,School,,FY2026-2030,0,Independent School,240,,$201.57 ,,"$48,376.80 ",Forecast,$0.00 ,$0.00 ,"$48,376.80 "
17003924,HOLY SPIRIT SCHOOL,APPLETON,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,237,,$201.57 ,,"$47,772.09 ",Forecast,$0.00 ,$0.00 ,"$47,772.09 "
16068384,MILWAUKEE MATH AND SCIENCE ACADEMY,MILWAUKEE,WI,School,"E-Rate Funding Services, LLC (16082747)",FY2026-2030,0,Independent School,233,,$201.57 ,,"$46,965.81 ",Forecast,$0.00 ,$0.00 ,"$46,965.81 "
17028160,GUIDANCE ACADEMY,SOUTH MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,230,,$201.57 ,,"$46,361.10 ",Forecast,$0.00 ,$0.00 ,"$46,361.10 "
17050904,ROCKETSHIP STELLAR,MILWAUKEE,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,230,,$201.57 ,,"$46,361.10 ",Preliminary,$0.00 ,"$4,435.32 ","$41,925.78 "
60536,GRACE EVANGELICAL LUTHERAN SCH,MENOMONEE FLS,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,229,,$201.57 ,,"$46,159.53 ",Preliminary,$0.00 ,"$6,000.00 ","$40,159.53 "
63218,MOUNT OLIVE EVANG LUTHERAN SCH,APPLETON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,228,,$201.57 ,,"$45,957.96 ",Preliminary,$0.00 ,"$54,835.20 ","($8,877.24)"
61394,GRACE CHRISTIAN ACADEMY,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,227,,$201.57 ,,"$45,756.39 ",Preliminary,$0.00 ,"$20,093.00 ","$25,663.39 "
61031,CHRIST ST PETER EVANGELICAL LUTHERAN SCHOOL,MILWAUKEE,WI,School,E-Rate Funding Solutions LLC (16070846),FY2026-2030,0,Independent School,223,,$201.57 ,,"$44,950.11 ",Forecast,$0.00 ,$0.00 ,"$44,950.11 "
17015870,MILWAUKEE MONTESSORI SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,223,,$201.57 ,,"$44,950.11 ",Forecast,$0.00 ,$0.00 ,"$44,950.11 "
62044,ST PATRICK ELEMENTARY SCHOOL,HUDSON,WI,School,"Dakota Academic Consulting, Inc. (16062227)",FY2026-2030,0,Independent School,222,,$201.57 ,,"$44,748.54 ",Forecast,$0.00 ,$0.00 ,"$44,748.54 "
62832,ST PAUL'S EVANG LUTHERAN SCH,ONALASKA,WI,School,,FY2026-2030,0,Independent School,220,,$201.57 ,,"$44,345.40 ",Forecast,$0.00 ,$0.00 ,"$44,345.40 "
62250,ALL SAINTS CATHOLIC SCHOOL,ANTIGO,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,219,,$201.57 ,,"$44,143.83 ",Forecast,$0.00 ,$0.00 ,"$44,143.83 "
