BEN,Billed Entity Name,City,State,Applicant Type,Consulting Firm Name (CRN),C2 Budget Cycle,Child Entity Count,C2 Budget Algorithm,Full Time Students,Library Square Footage,School Student Multiplier,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
133151,SCHOOL DISTRICT OF MARINETTE,MARINETTE,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,4,Per Site Basis School District,"1,914",,$201.57 ,,"$385,804.98 ",Forecast,$0.00 ,$0.00 ,"$385,804.98 "
132778,PLYMOUTH JOINT SCHOOL DISTRICT,PLYMOUTH,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,5,Per Site Basis School District,"1,886",,$201.57 ,,"$380,161.02 ",Forecast,$0.00 ,$0.00 ,"$380,161.02 "
133228,MOSINEE SCHOOL DISTRICT,MOSINEE,WI,School District,CESA 9 (16062593),FY2026-2030,3,Per Site Basis School District,"1,866",,$201.57 ,,"$376,129.62 ",Preliminary,$0.00 ,"$209,982.00 ","$166,147.62 "
132876,WHITEWATER UNIFIED SCHOOL DIST,WHITEWATER,WI,School District,Epic Communications (16048924),FY2026-2030,5,Per Site Basis School District,"1,853",,$201.57 ,,"$373,509.21 ",Forecast,$0.00 ,$0.00 ,"$373,509.21 "
133184,TWO RIVERS PUBLIC SCHOOL DISTRICT,TWO RIVERS,WI,School District,CESA 10 (17026442),FY2026-2030,5,Per Site Basis School District,"1,823",,$201.57 ,,"$367,462.11 ",Preliminary,$0.00 ,"$204,194.06 ","$163,268.05 "
133346,WEST SALEM SCHOOL DISTRICT,WEST SALEM,WI,School District,Communications Audit Services (17021966),FY2026-2030,3,Per Site Basis School District,"1,816",,$201.57 ,,"$366,051.12 ",Forecast,$0.00 ,$0.00 ,"$366,051.12 "
132748,KEWASKUM SCHOOL DISTRICT,KEWASKUM,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,803",,$201.57 ,,"$363,430.71 ",Preliminary,$0.00 ,"$209,396.00 ","$154,034.71 "
133351,ALTOONA SCHOOL DISTRICT,ALTOONA,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,778",,$201.57 ,,"$358,391.46 ",Forecast,$0.00 ,$0.00 ,"$358,391.46 "
133266,NORTHLAND PINES SCHOOL DISTRICT,EAGLE RIVER,WI,School District,CESA 9 (16062593),FY2026-2030,7,Per Site Basis School District,"1,342",,$201.57 ,,"$357,887.39 ",Forecast,$0.00 ,$0.00 ,"$357,887.39 "
133097,WISCONSIN DELLS SCHOOL DIST,WISC DELLS,WI,School District,,FY2026-2030,5,Per Site Basis School District,"1,768",,$201.57 ,,"$356,375.76 ",Forecast,$0.00 ,$0.00 ,"$356,375.76 "
133403,ASHLAND SCHOOL DISTRICT,ASHLAND,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,759",,$201.57 ,,"$354,561.63 ",Forecast,$0.00 ,$0.00 ,"$354,561.63 "
133308,BLACK RIVER FALLS SCH DISTRICT,BLK RIV FALLS,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,4,Per Site Basis School District,"1,742",,$201.57 ,,"$351,134.94 ",Forecast,$0.00 ,$0.00 ,"$351,134.94 "
132808,SCHOOL DISTRICT OF CUDAHY,CUDAHY,WI,School District,E-Rate First (16065884),FY2026-2030,4,Per Site Basis School District,"1,739",,$201.57 ,,"$350,530.23 ",Forecast,$0.00 ,$0.00 ,"$350,530.23 "
133171,DENMARK SCHOOL DISTRICT,DENMARK,WI,School District,E-RATE ONLINE LLC (16048791),FY2026-2030,4,Per Site Basis School District,"1,605",,$201.57 ,,"$348,454.03 ",Forecast,$0.00 ,$0.00 ,"$348,454.03 "
133509,WINNECONNE COMM SCHOOL DIST,WINNECONNE,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Educational Consortium for Telecom Savings (16024807); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,3,Per Site Basis School District,"1,721",,$201.57 ,,"$346,901.97 ",Forecast,$0.00 ,$0.00 ,"$346,901.97 "
133149,LITTLE CHUTE AREA SCHOOL DIST,LITTLE CHUTE,WI,School District,,FY2026-2030,6,Per Site Basis School District,"1,586",,$201.57 ,,"$343,757.42 ",Forecast,$0.00 ,$0.00 ,"$343,757.42 "
219829,MILWAUKEE ACADEMY OF SCIENCE,MILWAUKEE,WI,School,"e2e Exchange, LLC (16043595)",FY2026-2030,0,Independent School,"1,703",,$201.57 ,,"$343,273.71 ",Preliminary,$0.00 ,"$39,814.14 ","$303,459.57 "
133469,SCHOOL DISTRICT OF NORTH FOND DU LAC,NORTH FOND DU LAC,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,538",,$201.57 ,,"$343,152.71 ",Preliminary,$0.00 ,"$34,085.14 ","$309,067.57 "
133102,BALDWIN-WOODVILLE AR SCH DIST,BALDWIN,WI,School District,CESA #11 (17000269),FY2026-2030,3,Per Site Basis School District,"1,677",,$201.57 ,,"$338,032.89 ",Preliminary,$0.00 ,"$18,668.56 ","$319,364.33 "
133155,OCONTO FALLS PUBLIC SCHOOLS,OCONTO FALLS,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,4,Per Site Basis School District,"1,647",,$201.57 ,,"$331,985.79 ",Preliminary,$0.00 ,"$100,983.00 ","$231,002.79 "
132811,DELAVAN-DARIEN SCHOOL DISTRICT,DELAVAN,WI,School District,,FY2026-2030,5,School District Wide (User Selected Aggregate),"1,630",,$201.57 ,,"$328,559.10 ",Forecast,$0.00 ,$0.00 ,"$328,559.10 "
132954,JEFFERSON SCHOOL DISTRICT,JEFFERSON,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,5,Per Site Basis School District,"1,622",,$201.57 ,,"$327,692.32 ",Forecast,$0.00 ,$0.00 ,"$327,692.32 "
133161,SEYMOUR COMM SCHOOL DISTRICT,SEYMOUR,WI,School District,Fazil Bhimani (16062645),FY2026-2030,4,Per Site Basis School District,"1,624",,$201.57 ,,"$327,349.68 ",Forecast,$0.00 ,$0.00 ,"$327,349.68 "
132947,EVANSVILLE COMM SCHOOL DIST,EVANSVILLE,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,621",,$201.57 ,,"$326,744.97 ",Preliminary,$0.00 ,"$201,745.50 ","$124,999.47 "
133202,ANTIGO SCHOOL DISTRICT,ANTIGO,WI,School District,CESA 9 (16062593),FY2026-2030,5,School District Wide (User Selected Aggregate),"1,620",,$201.57 ,,"$326,543.40 ",Forecast,$0.00 ,$0.00 ,"$326,543.40 "
61046,ST. ANTHONY SCHOOL OF MILWAUKEE,MILWAUKEE,WI,School,"Communications Audit Services (17021966); ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,"1,619",,$201.57 ,,"$326,341.83 ",Preliminary,$0.00 ,"$31,200.00 ","$295,141.83 "
132898,BROWN DEER SCHOOL DISTRICT,BROWN DEER,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,2,Per Site Basis School District,"1,613",,$201.57 ,,"$325,132.41 ",Forecast,$0.00 ,$0.00 ,"$325,132.41 "
133143,FREEDOM AREA SCHOOL DISTRICT,FREEDOM,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,607",,$201.57 ,,"$323,922.99 ",Forecast,$0.00 ,$0.00 ,"$323,922.99 "
133106,ELLSWORTH COMM SCHOOL DISTRICT,ELLSWORTH,WI,School District,,FY2026-2030,3,School District Wide (User Selected Aggregate),"1,597",,$201.57 ,,"$321,907.29 ",Forecast,$0.00 ,$0.00 ,"$321,907.29 "
17002282,LUTHERAN URBAN MISSION INITIATIVE,MILWAUKEE,WI,School District,"ERateProgram, LLC (16048902)",FY2026-2030,7,Per Site Basis School District,"1,586",,$201.57 ,,"$321,443.65 ",Forecast,$0.00 ,$0.00 ,"$321,443.65 "
133109,ST CROIX CENTRAL SCHOOLS,HAMMOND,WI,School District,CESA #11 (17000269),FY2026-2030,3,Per Site Basis School District,"1,594",,$201.57 ,,"$321,302.58 ",Forecast,$0.00 ,$0.00 ,"$321,302.58 "
17023647,SIENA CATHOLIC SCHOOLS OF RACINE,RACINE,WI,School District,Communications Audit Services (17021966),FY2026-2030,7,School District Wide (User Selected Aggregate),"1,580",,$201.57 ,,"$318,480.60 ",Preliminary,$0.00 ,"$100,188.70 ","$218,291.90 "
133041,PLATTEVILLE SCHOOL DISTRICT,PLATTEVILLE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,4,Per Site Basis School District,"1,574",,$201.57 ,,"$317,271.18 ",Forecast,$0.00 ,$0.00 ,"$317,271.18 "
132956,LAKE MILLS AREA SCHOOL DIST,LAKE MILLS,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,563",,$201.57 ,,"$315,053.91 ",Forecast,$0.00 ,$0.00 ,"$315,053.91 "
132960,LODI SCHOOL DISTRICT,LODI,WI,School District,Educational Consortium for Telecom Savings (16024807); Federal Funds Assistant (16062923),FY2026-2030,5,Per Site Basis School District,"1,461",,$201.57 ,,"$309,752.59 ",Preliminary,$0.00 ,"$166,889.11 ","$142,863.48 "
17012187,ST. AUGUSTINE PREPARATORY ACADEMY,MILWAUKEE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,"1,500",,$201.57 ,,"$302,355.00 ",Preliminary,$0.00 ,"$60,000.00 ","$242,355.00 "
17000244,DANE COUNTY PARENT COUNCIL SCHOOL,MADISON,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,10,School District Wide (Aggregate Funding Floor),418,,$201.57 ,,"$301,750.00 ",Forecast,$0.00 ,$0.00 ,"$301,750.00 "
16051121,"FAMILY & CHILD LEARNING CENTER OF NE WI, INC.",RHINELANDER,WI,School District,E Rate Solutions Group Inc (16043598),FY2026-2030,10,School District Wide (Aggregate Funding Floor),309,,$201.57 ,,"$301,750.00 ",Forecast,$0.00 ,$0.00 ,"$301,750.00 "
132790,SHEBOYGAN FALLS SCHOOL DIST,SHEBOYGAN FLS,WI,School District,CESA #11 (17000269),FY2026-2030,3,Per Site Basis School District,"1,494",,$201.57 ,,"$301,145.58 ",Preliminary,$0.00 ,"$63,846.86 ","$237,298.72 "
133073,MAUSTON SCHOOL DISTRICT,MAUSTON,WI,School District,,FY2026-2030,5,Per Site Basis School District,"1,394",,$201.57 ,,"$299,875.66 ",Forecast,$0.00 ,$0.00 ,"$299,875.66 "
227405,ST. FRANCIS XAVIER CATHOLIC SCHOOL SYSTEM,APPLETON,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,461",,$201.57 ,,"$294,493.77 ",Forecast,$0.00 ,$0.00 ,"$294,493.77 "
133232,NEKOOSA SCHOOL DISTRICT,NEKOOSA,WI,School District,CESA 10 (17026442),FY2026-2030,6,Per Site Basis School District,"1,201",,$201.57 ,,"$291,349.22 ",Forecast,$0.00 ,$0.00 ,"$291,349.22 "
133123,SCHOOL DISTRICT OF SOMERSET,SOMERSET,WI,School District,CESA 9 (16062593),FY2026-2030,3,Per Site Basis School District,"1,445",,$201.57 ,,"$291,268.65 ",Preliminary,$0.00 ,"$152,855.00 ","$138,413.65 "
133116,OSCEOLA SCHOOL DISTRICT,OSCEOLA,WI,School District,CESA #11 (17000269),FY2026-2030,4,Per Site Basis School District,"1,421",,$201.57 ,,"$286,430.97 ",Forecast,$0.00 ,$0.00 ,"$286,430.97 "
133315,GALE-ETTRICK-TREMPEALEAU S D,GALESVILLE,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,393",,$201.57 ,,"$285,967.33 ",Forecast,$0.00 ,$0.00 ,"$285,967.33 "
133498,RIPON AREA SCHOOL DISTRICT,RIPON,WI,School District,,FY2026-2030,6,School District Wide (User Selected Aggregate),"1,413",,$201.57 ,,"$284,818.41 ",Preliminary,$0.00 ,"$52,655.35 ","$232,163.06 "
220325,SEEDS OF HEALTH,MILWAUKEE,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,4,Per Site Basis School District,"1,374",,$201.57 ,,"$276,957.18 ",Forecast,$0.00 ,$0.00 ,"$276,957.18 "
16054758,"RENEWAL UNLIMITED, INC.",PORTAGE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,9,School District Wide (Aggregate Funding Floor),270,,$201.57 ,,"$271,575.00 ",Forecast,$0.00 ,$0.00 ,"$271,575.00 "
132870,WATERFORD GRADED SCH DIST 1 V,WATERFORD,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,4,Per Site Basis School District,"1,342",,$201.57 ,,"$270,506.94 ",Forecast,$0.00 ,$0.00 ,"$270,506.94 "
133167,WRIGHTSTOWN SCHOOL DISTRICT,WRIGHTSTOWN,WI,School District,CESA #11 (17000269),FY2026-2030,3,Per Site Basis School District,"1,342",,$201.57 ,,"$270,506.94 ",Forecast,$0.00 ,$0.00 ,"$270,506.94 "
133415,CAMERON SCHOOL DISTRICT,CAMERON,WI,School District,,FY2026-2030,5,Per Site Basis School District,"1,177",,$201.57 ,,"$267,967.10 ",Forecast,$0.00 ,$0.00 ,"$267,967.10 "
133431,MAPLE SCHOOL DISTRICT,MAPLE,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,271",,$201.57 ,,"$267,221.32 ",Forecast,$0.00 ,$0.00 ,"$267,221.32 "
133504,WAUTOMA AREA SCHOOL DISTRICT,WAUTOMA,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,4,Per Site Basis School District,"1,302",,$201.57 ,,"$266,616.61 ",Forecast,$0.00 ,$0.00 ,"$266,616.61 "
132732,HARTFORD UNION H S DISTRICT,HARTFORD,WI,School District,Telesolutions Consultants LLC (16043677),FY2026-2030,1,Per Site Basis School District,"1,322",,$201.57 ,,"$266,475.54 ",Preliminary,$0.00 ,"$255,668.54 ","$10,807.00 "
60940,CENTRAL HIGH SCHOOL,SALEM,WI,School,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,0,Independent School,"1,309",,$201.57 ,,"$263,855.13 ",Forecast,$0.00 ,$0.00 ,"$263,855.13 "
133305,ARCADIA SCHOOL DISTRICT,ARCADIA,WI,School District,E-Rate Complete (16043592),FY2026-2030,3,Per Site Basis School District,"1,303",,$201.57 ,,"$262,645.71 ",Preliminary,$0.00 ,"$24,202.00 ","$238,443.71 "
132733,HARTFORD JOINT SCHOOL DIST 1,HARTFORD,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,300",,$201.57 ,,"$262,041.00 ",Forecast,$0.00 ,$0.00 ,"$262,041.00 "
132716,CAMPBELLSPORT SCHOOL DISTRICT,CAMPBELLSPORT,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,299",,$201.57 ,,"$261,839.43 ",Forecast,$0.00 ,$0.00 ,"$261,839.43 "
133201,TOMORROW RIVER SCHOOL DISTRICT,AMHERST,WI,School District,,FY2026-2030,5,Per Site Basis School District,"1,198",,$201.57 ,,"$258,352.24 ",Forecast,$0.00 ,$0.00 ,"$258,352.24 "
133343,VIROQUA AREA SCHOOL DISTRICT,VIROQUA,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,6,Per Site Basis School District,"1,031",,$201.57 ,,"$257,828.10 ",Forecast,$0.00 ,$0.00 ,"$257,828.10 "
133356,BLOOMER SCHOOL DISTRICT,BLOOMER,WI,School District,CESA 10 (17026442),FY2026-2030,3,Per Site Basis School District,"1,271",,$201.57 ,,"$256,195.47 ",Forecast,$0.00 ,$0.00 ,"$256,195.47 "
133117,PRESCOTT SCHOOL DISTRICT,PRESCOTT,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,183",,$201.57 ,,"$252,708.28 ",Forecast,$0.00 ,$0.00 ,"$252,708.28 "
133100,AMERY SCHOOL DISTRICT,AMERY,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,252",,$201.57 ,,"$252,365.64 ",Forecast,$0.00 ,$0.00 ,"$252,365.64 "
61028,BRUCE GUADALUPE COMMUNITY SCH,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,"1,252",,$201.57 ,,"$252,365.64 ",Forecast,$0.00 ,$0.00 ,"$252,365.64 "
132750,KIEL AREA SCHOOL DISTRICT,KIEL,WI,School District,E-Rate First (16065884),FY2026-2030,5,School District Wide (User Selected Aggregate),"1,247",,$201.57 ,,"$251,357.79 ",Forecast,$0.00 ,$0.00 ,"$251,357.79 "
132813,EAST TROY COMM SCHOOL DISTRICT,EAST TROY,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,5,Per Site Basis School District,"1,243",,$201.57 ,,"$250,551.51 ",Forecast,$0.00 ,$0.00 ,"$250,551.51 "
132992,RICHLAND SCHOOL DISTRICT,RICHLAND CENTER,WI,School District,,FY2026-2030,4,Per Site Basis School District,"1,109",,$201.57 ,,"$249,483.16 ",Forecast,$0.00 ,$0.00 ,"$249,483.16 "
133408,BARRON AREA SCHOOL DISTRICT,BARRON,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,041",,$201.57 ,,"$244,584.98 ",Preliminary,$0.00 ,"$31,183.00 ","$213,401.98 "
133050,ADAMS-FRIENDSHIP SCHOOL DIST,FRIENDSHIP,WI,School District,E-Rate Central (16060891),FY2026-2030,3,School District Wide (User Selected Aggregate),"1,212",,$201.57 ,,"$244,302.84 ",Forecast,$0.00 ,$0.00 ,"$244,302.84 "
133061,COLUMBUS SCHOOL DISTRICT,COLUMBUS,WI,School District,CESA 10 (17026442),FY2026-2030,5,Per Site Basis School District,"1,120",,$201.57 ,,"$241,621.93 ",Forecast,$0.00 ,$0.00 ,"$241,621.93 "
133250,TOMAHAWK SCHOOL DISTRICT,TOMAHAWK,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,197",,$201.57 ,,"$241,279.29 ",Preliminary,$0.00 ,"$128,059.28 ","$113,220.01 "
133462,BERLIN AREA SCHOOL DISTRICT,BERLIN,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,3,Per Site Basis School District,"1,196",,$201.57 ,,"$241,077.72 ",Forecast,$0.00 ,$0.00 ,"$241,077.72 "
132726,NORTHERN OZAUKEE SCHOOL DISTRICT,FREDONIA,WI,School District,Educational Consortium for Telecom Savings (16024807),FY2026-2030,5,Per Site Basis School District,"1,138",,$201.57 ,,"$236,985.82 ",Preliminary,$0.00 ,"$14,886.10 ","$222,099.72 "
133373,ELK MOUND SCHOOL DISTRICT,ELK MOUND,WI,School District,CESA 10 (17026442),FY2026-2030,3,Per Site Basis School District,"1,172",,$201.57 ,,"$236,240.04 ",Preliminary,$0.00 ,"$226,980.37 ","$9,259.67 "
61181,ST MARCUS LUTHERAN SCHOOL,MILWAUKEE,WI,School,CESA 10 (17026442),FY2026-2030,0,Independent School,"1,166",,$201.57 ,,"$235,030.62 ",Forecast,$0.00 ,$0.00 ,"$235,030.62 "
133393,STANLEY-BOYD AREA SCHOOL DIST,STANLEY,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,069",,$201.57 ,,"$231,946.57 ",Preliminary,$0.00 ,"$45,996.00 ","$185,950.57 "
133258,WITTENBERG-BIRNAMWOOD SCHOOL DISTRICT,WITTENBERG,WI,School District,Skylands E Rate (17032694),FY2026-2030,3,Per Site Basis School District,"1,148",,$201.57 ,,"$231,402.36 ",Forecast,$0.00 ,$0.00 ,"$231,402.36 "
133465,CLINTONVILLE PUBLIC SCHOOL DISTRICT,CLINTONVILLE,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,3,Per Site Basis School District,"1,144",,$201.57 ,,"$230,596.08 ",Forecast,$0.00 ,$0.00 ,"$230,596.08 "
133094,SCHOOL DISTRICT OF WESTFIELD,WESTFIELD,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,064",,$201.57 ,,"$228,862.52 ",Preliminary,$0.00 ,"$125,652.20 ","$103,210.32 "
133382,MONDOVI SCHOOL DISTRICT,MONDOVI,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,998,,$201.57 ,,"$221,666.50 ",Forecast,$0.00 ,$0.00 ,"$221,666.50 "
132908,SAINT FRANCIS SCHOOL DISTRICT,SAINT FRANCIS,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,3,Per Site Basis School District,"1,098",,$201.57 ,,"$221,323.86 ",Preliminary,$0.00 ,"$73,544.83 ","$147,779.03 "
133122,ST CROIX FALLS SCHOOL DIST,ST CROIX FALLS,WI,School District,CESA #11 (17000269),FY2026-2030,4,Per Site Basis School District,991,,$201.57 ,,"$220,658.65 ",Preliminary,$0.00 ,"$196,225.00 ","$24,433.65 "
132737,HARTLAND LAKESIDE SCHOOL JT DISTRICT #3,HARTLAND,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,091",,$201.57 ,,"$219,912.87 ",Forecast,$0.00 ,$0.00 ,"$219,912.87 "
133144,MENOMINEE INDIAN SCHOOL DIST,KESHENA,WI,School District,,FY2026-2030,4,Per Site Basis School District,936,,$201.57 ,,"$218,844.52 ",Forecast,$0.00 ,$0.00 ,"$218,844.52 "
16022614,SAINT MARY CATHOLIC SCHOOLS,NEENAH,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,047",,$201.57 ,,"$217,635.10 ",Forecast,$0.00 ,$0.00 ,"$217,635.10 "
133154,OCONTO UNIFIED SCHOOL DISTRICT,OCONTO,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,4,Per Site Basis School District,929,,$201.57 ,,"$214,409.98 ",Forecast,$0.00 ,$0.00 ,"$214,409.98 "
133158,PESHTIGO SCHOOL DISTRICT,PESHTIGO,WI,School District,"e2e Exchange, LLC (16043595)",FY2026-2030,3,Per Site Basis School District,"1,061",,$201.57 ,,"$213,865.77 ",Forecast,$0.00 ,$0.00 ,"$213,865.77 "
207729,AQUINAS CATHOLIC SCHOOLS,LA CROSSE,WI,School District,"ERateProgram, LLC (16048902)",FY2026-2030,5,Per Site Basis School District,"1,053",,$201.57 ,,"$212,253.21 ",Forecast,$0.00 ,$0.00 ,"$212,253.21 "
16040328,"FAMILY FORUM, INC.",SUPERIOR,WI,School District,E Rate Solutions Group Inc (16043598),FY2026-2030,7,School District Wide (Aggregate Funding Floor),359,,$201.57 ,,"$211,225.00 ",Forecast,$0.00 ,$0.00 ,"$211,225.00 "
61270,NICOLET HIGH SCHOOL,GLENDALE,WI,School,,FY2026-2030,0,Independent School,"1,043",,$201.57 ,,"$210,237.51 ",Forecast,$0.00 ,$0.00 ,"$210,237.51 "
132942,DODGEVILLE SCHOOL DISTRICT,DODGEVILLE,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,3,Per Site Basis School District,"1,034",,$201.57 ,,"$208,423.38 ",Forecast,$0.00 ,$0.00 ,"$208,423.38 "
132723,CHILTON SCHOOL DISTRICT,CHILTON,WI,School District,E-Rate Advantage (16060670),FY2026-2030,3,Per Site Basis School District,"1,033",,$201.57 ,,"$208,221.81 ",Preliminary,$0.00 ,"$95,576.00 ","$112,645.81 "
60965,UNION GROVE HIGH SCHOOL,UNION GROVE,WI,School District,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,1,Per Site Basis School District,"1,032",,$201.57 ,,"$208,020.24 ",Forecast,$0.00 ,$0.00 ,"$208,020.24 "
133489,OMRO SCHOOL DISTRICT,OMRO,WI,School District,CESA #11 (17000269),FY2026-2030,4,Per Site Basis School District,"1,030",,$201.57 ,,"$207,617.10 ",Forecast,$0.00 ,$0.00 ,"$207,617.10 "
132931,CAMBRIDGE SCHOOL DISTRICT,CAMBRIDGE,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,4,Per Site Basis School District,907,,$201.57 ,,"$207,355.03 ",Forecast,$0.00 ,$0.00 ,"$207,355.03 "
133002,RIVER VALLEY SCHOOL DISTRICT (RVSD),SPRING GREEN,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,026",,$201.57 ,,"$206,810.82 ",Forecast,$0.00 ,$0.00 ,"$206,810.82 "
132756,MAYVILLE SCHOOL DISTRICT,MAYVILLE,WI,School District,,FY2026-2030,3,Per Site Basis School District,943,,$201.57 ,,"$206,347.18 ",Preliminary,$0.00 ,"$115,305.81 ","$91,041.37 "
133345,WESTBY AREA SCHOOL DISTRICT,WESTBY,WI,School District,AJD Consulting Services (16062967),FY2026-2030,4,Per Site Basis School District,992,,$201.57 ,,"$205,339.33 ",Preliminary,$0.00 ,"$265,387.93 ","($60,048.60)"
132764,NEW HOLSTEIN SCHOOL DISTRICT,NEW HOLSTEIN,WI,School District,Fazil Bhimani (16062645),FY2026-2030,3,Per Site Basis School District,"1,017",,$201.57 ,,"$204,996.69 ",Forecast,$0.00 ,$0.00 ,"$204,996.69 "
133208,COLBY SCHOOL DISTRICT,COLBY,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,901,,$201.57 ,,"$204,331.48 ",Preliminary,$0.00 ,"$23,259.08 ","$181,072.40 "
133181,STURGEON BAY SCHOOL DISTRICT,STURGEON BAY,WI,School District,CESA #11 (17000269),FY2026-2030,5,Per Site Basis School District,"1,013",,$201.57 ,,"$204,190.41 ",Forecast,$0.00 ,$0.00 ,"$204,190.41 "
132772,OOSTBURG SCHOOL DISTRICT,OOSTBURG,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,011",,$201.57 ,,"$203,787.27 ",Forecast,$0.00 ,$0.00 ,"$203,787.27 "
133170,SOUTHERN DOOR SCHOOL DISTRICT,BRUSSELS,WI,School District,,FY2026-2030,3,Per Site Basis School District,"1,009",,$201.57 ,,"$203,384.13 ",Forecast,$0.00 ,$0.00 ,"$203,384.13 "
132933,CLINTON COMMUNITY SCHOOL DISTRICT,CLINTON,WI,School District,Federal Funds Assistant (16062923),FY2026-2030,3,Per Site Basis School District,982,,$201.57 ,,"$201,711.07 ",Preliminary,$0.00 ,"$73,262.40 ","$128,448.67 "
133400,SPOONER SCHOOL DISTRICT,SPOONER,WI,School District,CESA 10 (17026442),FY2026-2030,4,Per Site Basis School District,"1,000",,$201.57 ,,"$201,570.00 ",Forecast,$0.00 ,$0.00 ,"$201,570.00 "
133372,DURAND-ARKANSAW SCHOOL DISTRICT,DURAND,WI,School District,CESA 10 (17026442),FY2026-2030,2,Per Site Basis School District,994,,$201.57 ,,"$200,360.58 ",Preliminary,$0.00 ,"$12,000.00 ","$188,360.58 "
133039,LANCASTER COMM SCHOOL DISTRICT,LANCASTER,WI,School District,"E-Rate 360 Solutions, LLC (16048893); Infinity Communications and Compliance, Inc. (16043605)",FY2026-2030,3,Per Site Basis School District,991,,$201.57 ,,"$199,755.87 ",Forecast,$0.00 ,$0.00 ,"$199,755.87 "
132884,GLENDALE-RIVER HILLS SCH DIST,GLENDALE,WI,School District,Educational Consortium for Telecom Savings (16024807); Jamie Price (17007356),FY2026-2030,2,Per Site Basis School District,988,,$201.57 ,,"$199,151.16 ",Forecast,$0.00 ,$0.00 ,"$199,151.16 "
132755,LOMIRA SCHOOL DISTRICT,LOMIRA,WI,School District,,FY2026-2030,4,Per Site Basis School District,985,,$201.57 ,,"$198,546.45 ",Forecast,$0.00 ,$0.00 ,"$198,546.45 "
17035202,SALAM SCHOOLS,MILWAUKEE,WI,School District,E-Rate First (16065884),FY2026-2030,3,School District Wide (User Selected Aggregate),984,,$201.57 ,,"$198,344.88 ",Preliminary,$0.00 ,"$32,064.00 ","$166,280.88 "
